uuid;timestamp;agent;source;type;igs_timestamp;value
81a47210-0177-11f1-a92d-bf6711fe544f;1770192821.298;Cognitive_Model;start;4;;true
81a842a0-0177-11f1-a92d-bf6711fe544f;1770192821.323;Shared Interface;countdown_complete;5;;
81a842a1-0177-11f1-a92d-bf6711fe544f;1770192821.323;Shared Interface;countdown_complete;5;;
81a842a2-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;request_takeoff_clearance;5;;
81a842a3-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;action_time;3;;transition_action:0.26
81a842a4-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
81a869b0-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
81a869b1-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;interaction_message;3;;
81a869b2-0177-11f1-a92d-bf6711fe544f;1770192821.323;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
81a869b3-0177-11f1-a92d-bf6711fe544f;1770192821.323;TARS Agent;current_task_object;3;;Takeoff clearance
81a869b4-0177-11f1-a92d-bf6711fe544f;1770192821.323;ATC_Agent;is_speaking;4;;true
81a869b5-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;current_task_value;3;;CONFIRM
81a869b6-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;current_task_autonomy_role;3;;
81a869b7-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;current_task_human_role;3;;performer
81a869b8-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
81a869b9-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;countdown_next;1;;false
81a869ba-0177-11f1-a92d-bf6711fe544f;1770192821.324;TARS Agent;countdown_max_next;1;;false
