Metric,Value
Total_FSM_Time_s,67.062000
Total_Human_Active_Time_s,44.560000
Total_TARS_Execution_Time_s,0.670000
Total_Active_Duration_s,45.230000
Total_Coordination_Time_s,7.069000
Active_Percentage,67.45
Coordination_Percentage,10.54
Num_Tasks,10
