uuid;timestamp;agent;source;type;igs_timestamp;value
4efbfe00-0168-11f1-a92d-bf6711fe544f;1770186293.857;Cognitive_Model;start;4;;true
4efc2510-0168-11f1-a92d-bf6711fe544f;1770186293.857;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
4f03c630-0168-11f1-a92d-bf6711fe544f;1770186293.907;Cognitive_Model;production_selected;3;;attend-to-next-aoi
4f04b090-0168-11f1-a92d-bf6711fe544f;1770186293.913;Shared Interface;countdown_complete;5;;
4f04b091-0168-11f1-a92d-bf6711fe544f;1770186293.913;Shared Interface;countdown_complete;5;;
4f04b092-0168-11f1-a92d-bf6711fe544f;1770186293.914;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
4f04b093-0168-11f1-a92d-bf6711fe544f;1770186293.914;ATC_Agent;is_speaking;4;;true
4f04b094-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;request_takeoff_clearance;5;;
4f04d7a0-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;action_time;3;;transition_action:0.31
4f04d7a1-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
4f04d7a2-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
4f04d7a3-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;interaction_message;3;;
4f04d7a4-0168-11f1-a92d-bf6711fe544f;1770186293.914;TARS Agent;current_task_object;3;;Takeoff clearance
4f04d7a5-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;current_task_value;3;;CONFIRM
4f04d7a6-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;current_task_autonomy_role;3;;
4f04d7a7-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;current_task_human_role;3;;performer
4f04d7a8-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
4f04d7a9-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;countdown_next;1;;false
4f04d7aa-0168-11f1-a92d-bf6711fe544f;1770186293.915;TARS Agent;countdown_max_next;1;;false
