Metric,Value
Total_FSM_Time_s,64.951000
Total_Human_Active_Time_s,44.437000
Total_TARS_Execution_Time_s,0.880000
Total_Active_Duration_s,45.317000
Total_Coordination_Time_s,7.046999
Active_Percentage,69.77
Coordination_Percentage,10.85
Num_Tasks,10
