Metric,Value
Total_FSM_Time_s,59.071000
Total_Human_Active_Time_s,44.627001
Total_TARS_Execution_Time_s,0.620000
Total_Active_Duration_s,45.247001
Total_Coordination_Time_s,6.621000
Active_Percentage,76.60
Coordination_Percentage,11.21
Num_Tasks,10
