Metric,Value
Total_FSM_Time_s,49.413000
Total_Human_Active_Time_s,58.732000
Total_TARS_Execution_Time_s,2003.190000
Total_Active_Duration_s,2061.922000
Total_Coordination_Time_s,4.858000
Active_Percentage,4172.83
Coordination_Percentage,9.83
Num_Tasks,10
