uuid;timestamp;agent;source;type;igs_timestamp;value
53621860-0246-11f1-8f29-9533d9ce85de;1770281649.510;Cognitive_Model;start;4;;true
53665e20-0246-11f1-8f29-9533d9ce85de;1770281649.538;Aircraft;cabin_altitude;2;;104.100000
53668530-0246-11f1-8f29-9533d9ce85de;1770281649.539;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
536b8e40-0246-11f1-8f29-9533d9ce85de;1770281649.573;Cognitive_Model;production_selected;3;;attend-to-next-aoi
536c9fb0-0246-11f1-8f29-9533d9ce85de;1770281649.580;TARS Agent;request_takeoff_clearance;5;;
536c9fb1-0246-11f1-8f29-9533d9ce85de;1770281649.580;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
536cc6c0-0246-11f1-8f29-9533d9ce85de;1770281649.580;TARS Agent;action_time;3;;transition_action:0.29
536cc6c1-0246-11f1-8f29-9533d9ce85de;1770281649.580;ATC_Agent;is_speaking;4;;true
536cc6c2-0246-11f1-8f29-9533d9ce85de;1770281649.580;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""supporter"", ""autonomy_role"": ""performer"", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 3.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
536cc6c3-0246-11f1-8f29-9533d9ce85de;1770281649.580;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
536cc6c4-0246-11f1-8f29-9533d9ce85de;1770281649.580;TARS Agent;interaction_message;3;;
536cc6c5-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;current_task_object;3;;Takeoff clearance
536cc6c6-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;current_task_value;3;;CONFIRM
536cc6c7-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;current_task_autonomy_role;3;;performer
536cc6c8-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;current_task_human_role;3;;supporter
536cc6c9-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""supporter"", ""autonomy_role"": ""performer"", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 8.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
536cc6ca-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;countdown_current;1;;true
536cc6cb-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;countdown_max_current;1;;true
536cc6cc-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;countdown_next;1;;false
536cc6cd-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;countdown_max_next;1;;false
536cc6ce-0246-11f1-8f29-9533d9ce85de;1770281649.581;TARS Agent;action_time;3;;delay_before_action:3000.00
5378fbc0-0246-11f1-8f29-9533d9ce85de;1770281649.661;Cognitive_Model;production_selected;3;;encode-aoi-information
539f6f80-0246-11f1-8f29-9533d9ce85de;1770281649.912;Cognitive_Model;production_selected;3;;detected-sound
53b652e0-0246-11f1-8f29-9533d9ce85de;1770281650.062;Cognitive_Model;production_selected;3;;encode-sound
53c2fd10-0246-11f1-8f29-9533d9ce85de;1770281650.145;Aircraft;cabin_altitude;2;;104.000000
53d54c90-0246-11f1-8f29-9533d9ce85de;1770281650.266;Cognitive_Model;production_selected;3;;retrieve-self-callsign
53fb7230-0246-11f1-8f29-9533d9ce85de;1770281650.516;Cognitive_Model;production_selected;3;;is-our-callsign
542c1f20-0246-11f1-8f29-9533d9ce85de;1770281650.834;Aircraft;cabin_altitude;2;;103.900000
54359500-0246-11f1-8f29-9533d9ce85de;1770281650.896;Aircraft;e1_n1_percent;2;;23.400000
54359501-0246-11f1-8f29-9533d9ce85de;1770281650.897;Aircraft;e2_n1_percent;2;;23.400000
54925b00-0246-11f1-8f29-9533d9ce85de;1770281651.504;Aircraft;cabin_altitude;2;;103.800000
549bf7f0-0246-11f1-8f29-9533d9ce85de;1770281651.568;Cognitive_Model;production_selected;3;;3-form-task-object-item-representation
54a4f8a0-0246-11f1-8f29-9533d9ce85de;1770281651.627;Aircraft;airspeed;2;;1.700000
54c244a0-0246-11f1-8f29-9533d9ce85de;1770281651.819;Cognitive_Model;production_selected;3;;2-1-visually-attend-current-task-value
54e0c920-0246-11f1-8f29-9533d9ce85de;1770281652.019;Cognitive_Model;production_selected;3;;2-2-visually-encode-task-value-item
54e86a40-0246-11f1-8f29-9533d9ce85de;1770281652.069;Cognitive_Model;production_selected;3;;2-3-form-task-value-item-representation
54f7d390-0246-11f1-8f29-9533d9ce85de;1770281652.169;Cognitive_Model;production_selected;3;;x-4-not-wait-task
5515e2e0-0246-11f1-8f29-9533d9ce85de;1770281652.367;Aircraft;cabin_altitude;2;;103.700000
55165810-0246-11f1-8f29-9533d9ce85de;1770281652.369;Cognitive_Model;production_selected;3;;x-5-not-n-a-task-continue
