Metric,Value
Total_FSM_Time_s,63.190000
Total_Human_Active_Time_s,95.261000
Total_TARS_Execution_Time_s,35003.450000
Total_Active_Duration_s,35098.711000
Total_Coordination_Time_s,6.415000
Active_Percentage,55544.72
Coordination_Percentage,10.15
Num_Tasks,10
