ClockTime(s)_UtilizationValuesFrom:	Vision_Module	Audio_Module	Perceptual_SubNetwork	Production_Module	Declarative_Module	Imaginary_Module	Cognitive_SubNetwork	Motor_Module	Speech_Module	Motor_SubNetwork	Overall_Utilization
0.5	0.0	0.0	0.0	0.05	0.0	0.0	0.016666666666666666	0.95	0.0	0.475	0.1638888888888889
1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.16666666666666666
2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.16666666666666666
3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.16666666666666666
4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.16666666666666666
5.5	0.08499999999999996	0.4499999999999993	0.2674999999999996	0.3000000000000016	0.01499999999999968	0.39999999999999947	0.2383333333333336	0.04999999999999982	0.0	0.02499999999999991	0.17694444444444438
6.5	0.0	0.0	0.0	0.01499999999999968	0.9850000000000003	0.0	0.3333333333333333	0.0	0.0	0.0	0.1111111111111111
7.5	0.16999999999999993	0.35000000000000053	0.26000000000000023	0.5349999999999993	0.0	0.0	0.1783333333333331	0.0	0.0	0.0	0.1461111111111111
8.5	0.0	0.5	0.25	0.05000000000000071	0.4499999999999993	0.0	0.16666666666666666	0.0	0.0	0.0	0.13888888888888887
9.5	0.0	0.0	0.0	0.14999999999999858	0.5500000000000007	0.20000000000000107	0.3000000000000001	0.0	0.0	0.0	0.10000000000000003
10.5	0.0	0.7999999999999989	0.39999999999999947	0.05000000000000071	0.0	0.0	0.016666666666666902	0.0	0.0	0.0	0.13888888888888878
11.5	0.0	0.09999999999999964	0.04999999999999982	0.05000000000000071	0.8499999999999996	0.0	0.3000000000000001	0.0	0.0	0.0	0.11666666666666664
12.5	0.0	0.3000000000000007	0.15000000000000036	0.1999999999999993	0.9000000000000004	0.0	0.36666666666666653	0.0	0.0	0.0	0.17222222222222228
13.5	0.0	0.6999999999999993	0.34999999999999964	0.05000000000000071	0.25	0.0	0.10000000000000024	0.0	0.0	0.0	0.14999999999999997
14.5	0.0	0.09999999999999964	0.04999999999999982	0.05000000000000071	0.8499999999999996	0.0	0.3000000000000001	0.0	0.0	0.0	0.11666666666666664
15.5	0.0	0.7000000000000011	0.35000000000000053	0.049999999999998934	0.15000000000000036	0.0	0.06666666666666643	0.0	0.0	0.0	0.13888888888888898
16.5	0.0	0.4499999999999993	0.22499999999999964	0.05000000000000071	0.5	0.0	0.18333333333333357	0.0	0.0	0.0	0.13611111111111107
17.5	0.0	0.1999999999999993	0.09999999999999964	0.14999999999999858	0.5	0.0	0.2166666666666662	0.0	0.0	0.0	0.10555555555555529
18.5	0.0	0.7000000000000028	0.3500000000000014	0.09999999999999787	0.1999999999999993	0.0	0.09999999999999905	0.0	0.0	0.0	0.15000000000000016
19.5	0.0	0.0	0.0	0.14999999999999858	0.8000000000000007	0.0	0.31666666666666643	0.0	0.0	0.0	0.10555555555555547
20.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21.5	0.0	0.09100000000000108	0.04550000000000054	0.3000000000000007	0.0	0.0	0.10000000000000024	0.14999999999999858	0.24099999999999966	0.19549999999999912	0.11366666666666664
22.5	0.0	0.35900000000000176	0.17950000000000088	0.2910000000000039	0.0	0.0	0.09700000000000131	0.14999999999999858	0.7589999999999968	0.4544999999999977	0.24366666666666661
23.5	0.16999999999999815	0.0	0.08499999999999908	0.40899999999999537	0.0	0.4410000000000025	0.2833333333333326	0.15000000000000213	0.09100000000000108	0.1205000000000016	0.16294444444444442
24.5	0.1410000000000018	0.29999999999999716	0.22049999999999947	0.3499999999999943	0.0	0.5650000000000048	0.3049999999999997	0.0	0.10900000000000176	0.05450000000000088	0.19333333333333336
25.5	0.13500000000000156	0.0	0.06750000000000078	0.3209999999999944	0.0	0.5940000000000047	0.3049999999999997	0.0	0.0	0.0	0.12416666666666683
26.5	0.1490000000000009	0.0	0.07450000000000045	0.3149999999999942	0.0	0.600000000000005	0.3049999999999997	0.0	0.0	0.0	0.12650000000000006
27.5	0.3059999999999974	0.0	0.1529999999999987	0.7639999999999993	0.0	0.2010000000000005	0.3216666666666666	0.0	0.0	0.0	0.15822222222222176
28.5	0.20399999999999707	0.0	0.10199999999999854	0.40099999999999625	0.0	0.5990000000000038	0.3333333333333333	0.0	0.0	0.0	0.1451111111111106
29.5	0.08500000000000085	0.29999999999999716	0.192499999999999	0.3490000000000002	0.0	0.4159999999999968	0.254999999999999	0.15000000000000213	0.20000000000000284	0.1750000000000025	0.20750000000000016
30.5	0.2010000000000005	0.0	0.10050000000000026	0.5809999999999995	0.0	0.38400000000000034	0.3216666666666666	0.0	0.0	0.0	0.14072222222222228
31.5	0.053999999999998494	0.0	0.026999999999999247	0.16900000000000048	0.8309999999999995	0.0	0.3333333333333333	0.0	0.0	0.0	0.12011111111111085
32.5	0.16600000000000392	0.0	0.08300000000000196	0.48100000000000165	0.16899999999999693	0.4309999999999974	0.360333333333332	0.0	0.0	0.0	0.14777777777777798
33.5	0.1739999999999995	0.0	0.08699999999999974	0.41900000000000404	0.0	0.5689999999999955	0.3293333333333332	0.030999999999998806	0.0	0.015499999999999403	0.14394444444444413
34.5	0.08500000000000085	0.29999999999999716	0.192499999999999	0.30000000000001137	0.0	0.495999999999988	0.26533333333333314	0.11899999999999977	0.20000000000000284	0.1595000000000013	0.20577777777777784
35.5	0.1700000000000017	0.0	0.08500000000000085	0.3499999999999943	0.0	0.5650000000000048	0.3049999999999997	0.0	0.0	0.0	0.1300000000000002
36.5	0.24600000000000222	0.0	0.12300000000000111	0.6260000000000048	0.0	0.33899999999999864	0.3216666666666678	0.0	0.0	0.0	0.14822222222222298
37.5	0.009000000000000341	0.0	0.0045000000000001705	0.12400000000000233	0.8759999999999977	0.0	0.3333333333333333	0.0	0.0	0.0	0.11261111111111116
38.5	0.1700000000000017	0.0	0.08500000000000085	0.4999999999999929	0.12400000000000233	0.4760000000000062	0.36666666666666714	0.0	0.0	0.0	0.150555555555556
39.5	0.1700000000000017	0.0	0.08500000000000085	0.4000000000000057	0.0	0.5239999999999938	0.30799999999999983	0.07600000000000051	0.0	0.038000000000000256	0.14366666666666697
40.5	0.08500000000000085	0.30000000000000426	0.19250000000000256	0.30000000000000426	0.0	0.5409999999999968	0.2803333333333337	0.07399999999999807	0.19999999999999574	0.1369999999999969	0.20327777777777775
41.5	0.25500000000000256	0.0	0.12750000000000128	0.7060000000000102	0.0	0.25899999999999324	0.3216666666666678	0.0	0.0	0.0	0.14972222222222303
42.5	0.25500000000000256	0.0	0.12750000000000128	0.49399999999999267	0.0	0.5060000000000073	0.3333333333333333	0.0	0.0	0.0	0.15361111111111153
43.5	0.08500000000000085	0.29999999999999716	0.192499999999999	0.3500000000000014	0.0	0.41499999999999915	0.25500000000000017	0.14999999999999858	0.20000000000000284	0.1750000000000007	0.20749999999999993
44.5	0.1699999999999946	0.0	0.0849999999999973	0.3499999999999943	0.0	0.6500000000000057	0.3333333333333333	0.0	0.0	0.0	0.13944444444444354
45.5	0.1700000000000017	0.0	0.08500000000000085	0.3500000000000014	0.0	0.5649999999999977	0.3049999999999997	0.0	0.0	0.0	0.1300000000000002
46.5	0.25500000000000256	0.0	0.12750000000000128	0.7009999999999934	0.0	0.2640000000000029	0.32166666666666544	0.0	0.0	0.0	0.14972222222222223
47.5	0.0	0.0	0.0	0.04899999999999949	0.0	0.0	0.01633333333333316	0.9510000000000005	0.0	0.47550000000000026	0.16394444444444448
