uuid;timestamp;agent;source;type;igs_timestamp;value
ee1582d0-0173-11f1-a92d-bf6711fe544f;1770191285.246;Cognitive_Model;start;4;;true
ee19efa0-0173-11f1-a92d-bf6711fe544f;1770191285.274;Shared Interface;countdown_complete;5;;
ee19efa1-0173-11f1-a92d-bf6711fe544f;1770191285.274;ATC_Agent;speech_output;3;;C-POLY, Montreal-Tower, wind-0-9-0-at-4, cleared-for-takeoff runway-zero-six-left. Climb-to-5000ft.
ee19efa2-0173-11f1-a92d-bf6711fe544f;1770191285.274;ATC_Agent;is_speaking;4;;true
ee1a3dc0-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;request_takeoff_clearance;5;;
ee1a3dc1-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;action_time;3;;transition_action:0.26
ee1a64d0-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;current_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Takeoff clearance"", ""value"": ""CONFIRM"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""ATC clearance status, checklist completion status."", ""interaction"": """", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": ""Cessna Charlie Papa Oscar Lima Yankee cleared for takeoff, will maintain runway heading, climb to 5000ft proceed direct AGMEB then OMEKI"", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
ee1a64d1-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;current_procedure;3;;BEFORE TAKEOFF
ee1a64d2-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;interaction_message;3;;
ee1a64d3-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;current_task_object;3;;Takeoff clearance
ee1a64d4-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;current_task_value;3;;CONFIRM
ee1a64d5-0173-11f1-a92d-bf6711fe544f;1770191285.277;TARS Agent;current_task_autonomy_role;3;;
ee1a64d6-0173-11f1-a92d-bf6711fe544f;1770191285.278;TARS Agent;current_task_human_role;3;;performer
ee1a64d7-0173-11f1-a92d-bf6711fe544f;1770191285.278;TARS Agent;next_state;3;;"{""procedure"": ""BEFORE TAKEOFF"", ""classification"": ""NORM"", ""type"": ""Checklist"", ""category"": ""Switch / Lever"", ""task_object"": ""Pitot-Static Switch"", ""value"": ""PITOT-STATIC"", ""human_role"": ""performer"", ""autonomy_role"": """", ""information_requirement"": ""Pitot-static switch status"", ""interaction"": ""pitot_static_switch"", ""delay_before_action"": 0.0, ""delay_after_action"": 0.0, ""callout"": """", ""condition"": null, ""condition_type"": null, ""condition_function"": null, ""monitor_scope"": null}"
ee1a64d8-0173-11f1-a92d-bf6711fe544f;1770191285.278;Cognitive_Model;production_selected;3;;get-where-should-i-look-next
ee1a64d9-0173-11f1-a92d-bf6711fe544f;1770191285.278;TARS Agent;countdown_next;1;;false
ee1a64da-0173-11f1-a92d-bf6711fe544f;1770191285.278;TARS Agent;countdown_max_next;1;;false
