Metric,Value
Total_FSM_Time_s,59.716000
Total_Human_Active_Time_s,44.430000
Total_TARS_Execution_Time_s,0.630000
Total_Active_Duration_s,45.060000
Total_Coordination_Time_s,7.013000
Active_Percentage,75.46
Coordination_Percentage,11.74
Num_Tasks,10
