Metric,Value
Total_FSM_Time_s,64.885000
Total_Human_Active_Time_s,44.344001
Total_TARS_Execution_Time_s,0.570000
Total_Active_Duration_s,44.914001
Total_Coordination_Time_s,6.805001
Active_Percentage,69.22
Coordination_Percentage,10.49
Num_Tasks,10
