Metric,Value
Total_FSM_Time_s,48.101000
Total_Human_Active_Time_s,58.766000
Total_TARS_Execution_Time_s,2003.280000
Total_Active_Duration_s,2062.046000
Total_Coordination_Time_s,4.965000
Active_Percentage,4286.91
Coordination_Percentage,10.32
Num_Tasks,10
