Metric,Value
Total_FSM_Time_s,60.764000
Total_Human_Active_Time_s,44.484000
Total_TARS_Execution_Time_s,0.680000
Total_Active_Duration_s,45.164000
Total_Coordination_Time_s,6.817000
Active_Percentage,74.33
Coordination_Percentage,11.22
Num_Tasks,10
