Metric,Value
Total_FSM_Time_s,46.319000
Total_Human_Active_Time_s,59.760000
Total_TARS_Execution_Time_s,2002.840000
Total_Active_Duration_s,2062.600000
Total_Coordination_Time_s,4.907000
Active_Percentage,4453.03
Coordination_Percentage,10.59
Num_Tasks,10
