n_repetitions,total_fsm_time_mean,total_fsm_time_ci,total_fsm_time_std,total_fsm_time_rel_precision_pct,active_time_mean,active_time_ci,active_time_std,active_time_rel_precision_pct,coordination_time_mean,coordination_time_ci,coordination_time_std,coordination_time_rel_precision_pct,workload_overall_mean,workload_overall_ci,workload_overall_std,workload_overall_rel_precision_pct,jae_data_mean,jae_data_ci,jae_data_std,jae_data_rel_precision_pct
15,62.843733358383176,1.726981795522126,3.1185253857361257,2.7480572894572495,25.66460002263387,0.044768727560518605,0.08084185585892187,0.1744376593480382,7.114666350682577,0.0703468727688594,0.12703000639940834,0.9887585629663486,0.15048878818700337,0.0004874642690375781,0.0008802465095895189,0.32392065542572884,0.9866116530798569,0.002305276130125792,0.004162789759318405,0.2336558789802984
16,62.56262503564358,1.7135651471519882,3.215774261645888,2.7389597961654024,25.669937521219254,0.04314387105933673,0.08096625350426673,0.16807158577489015,7.1175622045993805,0.0656849311904288,0.12326809485547202,0.9228571426883082,0.15057387444720116,0.00048808945897125747,0.000915976566253783,0.3241528191813955,0.9864626860879336,0.002166373815036144,0.00406554087953735,0.2196103152798861
17,62.52023532811333,1.6034163769279446,3.1185615160958657,2.56463586311381,25.6753529660842,0.04191012960280658,0.08151302381251414,0.16323097742090506,7.117764430887559,0.061367568942112496,0.11935673203357347,0.8621747676251796,0.15055029994386576,0.00045872742563849735,0.0008922010006626206,0.30470043952721354,0.9862672113820198,0.0020659184516160036,0.004018104012973764,0.20946843084452826
18,62.365833361943565,1.539383342121236,3.0955551134304886,2.468311989334512,25.671666701634724,0.04008687043268673,0.0806109260467468,0.15615219260436283,7.115055282910665,0.05786551123451579,0.11636210051905801,0.8132826651888482,0.15059149850051298,0.00043912261793999883,0.0008830342827498849,0.2915985446140593,0.9864705134916707,0.0020113414958551432,0.004044618570296939,0.20389271329924308
19,62.28400003282648,1.4601300525203493,3.0294124300931866,2.344310018224255,25.67589477488869,0.03878933892531854,0.08047838293076964,0.15107297823659466,7.128368151815314,0.06126197511727072,0.1271036018962653,0.8594109312615918,0.15061682554881758,0.0004170260906097864,0.0008652270531558337,0.27687882086893467,0.9862761452342076,0.0019380281847740013,0.00402093406864076,0.19649954975984787
20,62.12440003156662,1.4198484197556458,3.033770756367926,2.2854923653736585,25.674900043010712,0.03671953260076471,0.07845812457281198,0.1430172368315046,7.13034975528717,0.058048089957703074,0.12403056222508715,0.8140987742524172,0.1506692346859704,0.00040911828532764355,0.0008741574612140628,0.271534056823439,0.9863247511240726,0.0018344862579878858,0.003919721771004454,0.18599211425011888
21,62.35952384131296,1.4325634040663229,3.147145385295345,2.297264821507914,25.674190521240234,0.034840868881099,0.07654061202987042,0.13570386514143526,7.136999766031901,0.05674995790187074,0.12467187673482479,0.7951514608697141,0.15061983550339333,0.0004012920238895748,0.000881583556829039,0.26642707618714273,0.9862401067689719,0.0017430261328547482,0.003829189434053872,0.17673446059348452
22,62.47577276013114,1.38303090292376,3.1193242725530554,2.213707557061767,25.677727298303083,0.033925253059423226,0.07651590799384853,0.13211937592960254,7.142681576988914,0.05522318318112131,0.1245518197318337,0.7731435678027428,0.15058761383978952,0.00038729314582618715,0.0008735111470142271,0.2571879160249057,0.9861467169265054,0.0016681954292911653,0.003762491845228746,0.16916300593590994
23,62.610434812048204,1.347148948139326,3.1152819775096954,2.1516364679200284,25.67234784623851,0.03419812716958999,0.07908316996658486,0.1332099711892953,7.1372606132341465,0.053809452211761276,0.12443435963521399,0.7539230403326732,0.1505519072490449,0.00037640579147836967,0.0008704384025555894,0.2500172853046055,0.9862353179005848,0.0016447792562250456,0.0038035520726767864,0.1667735099698431
24,62.69250002503395,1.297705460592618,3.0732163687846086,2.069953280016632,25.673541684945423,0.032753113075109384,0.07756567748825881,0.12757535939934347,7.13862477739652,0.051466492400968525,0.12188256248714201,0.7209580837464681,0.1505178835930919,0.0003663003488461067,0.0008674697472963467,0.24336001815994057,0.9861939704051274,0.0015731230296949447,0.0037254581966255783,0.15951456578554293
