n_replications,total_fsm_time_mean,total_fsm_time_ci,total_fsm_time_std,total_fsm_time_rel_precision_pct,active_time_mean,active_time_ci,active_time_std,active_time_rel_precision_pct,coordination_time_mean,coordination_time_ci,coordination_time_std,coordination_time_rel_precision_pct,workload_overall_mean,workload_overall_ci,workload_overall_std,workload_overall_rel_precision_pct,jae_data_mean,jae_data_ci,jae_data_std,jae_data_rel_precision_pct
1,59.65499997138977,0.0,0.0,0.0,88.79600024223328,0.0,0.0,0.0,5.961000204086304,0.0,0.0,0.0,0.15938640132669982,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,64.22200000286102,58.029237429990005,6.458713383864997,90.35725674598247,90.81749999523163,25.685589735723635,2.858832367024131,28.282643474079617,6.586500287055969,7.947732116706827,0.8845907006011972,120.66699719615895,0.15698764510779428,0.030479087629585823,0.0033923535776029918,19.414959443883376,0.830770418912026,0.8747856535820896,0.09736453655142757,105.29812252194846
3,65.88266666730244,13.407655643246915,5.397307717614353,20.35080897826064,85.26866658528645,24.397105599874678,9.82115664702196,28.61204071424347,7.179666916529338,2.987985343095661,1.202825966113738,41.617325397318815,0.15684532091006953,0.005990223908252934,0.0024113896262346127,3.81919197429393,0.657196468738222,0.24418797114052587,0.09829888656554003,37.15600779312649
4,65.658999979496,7.048369169461647,4.429529043591075,10.73481041694621,88.40499997138977,16.200008425127773,10.180852634171044,18.32476492321761,7.387750089168549,1.6972625672517943,1.0666401908707064,22.974011664799182,0.15695594284304593,0.003152663304625802,0.001981282951666171,2.0086294583814692,0.5853727055197935,0.12324505697641426,0.07745303150711116,21.054117456155787
5,65.20279998779297,4.928661303315111,3.9694001843051665,7.558971860468931,89.70559997558594,11.527773470730141,9.284132814840918,12.850673172987543,7.2220001220703125,1.2358494728646539,0.9953171507368164,17.112288174683332,0.15663439433703458,0.0023099885819156214,0.0018603974869669524,1.4747645890245247,0.5020040586363448,0.08694137407126508,0.07002004906080679,17.318858797164825
6,65.27633329232533,3.7306445319781045,3.554905503636097,5.715156387953433,88.65499997138977,9.123372408596977,8.693598789441959,10.290871819458822,7.346333463986714,0.9874055469253608,0.9408919512426968,13.440793992892267,0.15694545545336339,0.0019206155000138978,0.0018301412940428257,1.2237471256914552,0.47984922344516945,0.08694383620272604,0.08284818324956406,18.118990706809132
7,65.73785710334778,3.206716052533992,3.467298258510496,4.878035570117004,92.57528574126107,12.078453613802752,13.059965551843682,13.047168601305598,7.520428657531738,0.9013784758410933,0.9746257443258732,11.985732687436098,0.1561574037553474,0.0024709758833719457,0.002671770820015928,1.5823622985197912,0.47336185367608147,0.07172447395115128,0.07755290445092257,15.152144895949279
8,65.45237496495247,2.767305854524644,3.3100916292024736,4.227968589384942,89.23862498998642,12.823128611659948,15.338286734096286,14.369482511747405,7.482125014066696,0.7597831360032211,0.9088087586637489,10.154643695137388,0.15656143720611676,0.002277990251075044,0.0027248005308699768,1.4550136302568666,0.450422288210776,0.06266367944775361,0.07495467855708579,13.912206630953843
9,64.88288887341817,2.718298436677927,3.536374972420322,4.189545940195621,82.99622220463223,18.134107458698153,23.591597927155437,21.849316724305123,7.413444360097249,0.6723736628895258,0.8747256598002537,9.069652785263578,0.1571351341592606,0.0023640290986160013,0.003075487674795559,1.5044560920538597,0.4473658398489114,0.04522031417677212,0.058829444604749336,10.108128549118627
10,64.7135999917984,2.4156391458380417,3.3768306780519186,3.732815275528161,83.98279995918274,16.066993525237862,22.460108221694774,19.131290613133558,7.333799910545349,0.6168522452841344,0.8622999794027715,8.41108637825196,0.15721447788619167,0.0020819983692029233,0.0029104330325543846,1.3243044770406527,0.4495138512914073,0.039871406156849476,0.05573638253026738,8.869894896965468
11,64.83581818233837,2.169329558692893,3.2290860986503325,3.345881365439189,83.18681818788701,14.424045338117175,21.470451135917074,17.339340117010853,7.355090813203291,0.5516168595267057,0.8210916251710936,7.4997967195250075,0.15716190946620717,0.001858612680310481,0.00276657843190134,1.1826101417469215,0.4638430367300433,0.047772362313815944,0.07111002126397914,10.299251800910286
12,64.68408334255219,1.9844874591271322,3.123358729095973,3.0679687437444825,79.07125002145767,15.850248991504678,24.946498562271476,20.04552727723841,7.398666560649872,0.5065803248900324,0.7973001151791073,6.846913842344264,0.15741362865090155,0.0017651951975837259,0.0027782175208889643,1.1213738052493691,0.45505782272895123,0.044031118575541296,0.0692999988093986,9.675939271077603
