Metric,Current_N,Required_N,Final_Mean,Final_Std,Final_CI_Width,Target_Margin_Error,Current_Relative_Precision_Pct,Target_Relative_Precision_Pct,Status
total_fsm_time,12,7,62.78016668558121,3.179015560692294,2.019850122816301,3.1390083342790605,3.2173379419844745,5.0,Sufficient
active_time,12,2,25.666916747887928,0.0822573366322598,0.05226381825669008,1.2833458373943964,0.20362328194714216,5.0,Sufficient
coordination_time,12,2,7.134666363398234,0.13495185685708094,0.08574431909597274,0.3567333181699117,1.2017985807416622,5.0,Sufficient
workload_overall,12,2,0.15053815516426827,0.0008885026312092784,0.0005645276389838899,0.007526907758213414,0.3750063486349181,5.0,Sufficient
jae_data,12,2,0.9861537386082472,0.0038006527916263563,0.002414819575867961,0.04930768693041236,0.24487252659772715,5.0,Sufficient
