Task_Object,Task_Value,FSM_Duration_s,Human_Active_Time_s,TARS_Execution_Time_s,Active_Duration_s,Coordination_Time_s
Takeoff clearance,CONFIRM,0.048000,10.094000,0.640000,10.734000,0.000000
Pitot-Static Switch,PITOT-STATIC,2.095000,21.663000,2000.030000,2021.693000,0.000000
ENGINE ANTI-ICE Switches,AS REQUIRED,7.947000,12.961000,0.790000,13.751000,0.656000
WINDSHIELD ANTI-ICE Switches,AS REQUIRED,15.692000,3.173000,0.160000,3.333000,0.966000
PAX SAFETY Switch,PAX SAFETY,0.048000,0.000000,0.310000,0.310000,0.000000
LANDING Light Switch,AS DESIRED,5.926000,0.000000,0.150000,0.150000,0.955000
